Post ID,User ID,Thread Type,Username,Profile Picture URL,Text Post,Like Count,Quote Count,Caption Text,Direct Reply Count,Repost Count
3450667557072038624,2347943083,thread,elizabethwittelsbachofficial,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/462174277_850170500567418_6111591134546188869_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iHtJj8fsxHwQ7kNvgEbBXU9&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA8lBXcsd79vJztoubsYgHlgNftK5x4ag87866USQozUA&oe=6719716E&_nc_sid=10d13b,#intelligenzaartificiale,1,0,#intelligenzaartificiale,,0.0
3438799792634059309,65532133383,thread,news.scienze,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/455751834_1046515622998006_1939571862069227179_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Z0U2nn-BYdQQ7kNvgHrFJrF&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBhM1cCmV0Tv75A-TB-Del-bjTvoj-7aPB_CGnoHli8rA&oe=67194786&_nc_sid=10d13b,Un robot umanoide a capo di una multinazionale. Uno scenario solo futuro?  #robot #intelligenzaartificiale  A humanoid robot at the head of a multinational company. A future-only scenario?  #robot  #artificial intelligence,5,0,Un robot umanoide a capo di una multinazionale. Uno scenario solo futuro?  #robot #intelligenzaartificiale  A humanoid robot at the head of a multinational company. A future-only scenario?  #robot  #artificial intelligence,,0.0
3330959571235989032,3665985737,thread,a.lieto,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/410255470_737570581563606_1723579625695001318_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=BxxI1bVZaSoQ7kNvgFJYrbF&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBLRWs3kjDYz2UKfkIHuIu7e_HOpFVrt7SCLJt3fWyrOA&oe=67194D13&_nc_sid=10d13b,Glad and honored to discover that I am in this list reported few days ago by ,2,0,"Glad and honored to discover that I am in this list reported few days ago by @larepubblica about ""500 Italians that count in Artificial Intelligence"". Link: https://www.repubblica.it/tecnologia/dossier/romecup/2024/03/19/news/intelligenza_artificiale_in_italia_ecco_tutti_nomi_luniversita_e_la_ricerca_le_startup_e_le_grandi_aziende_larte_e_la_-422332723/

ArtificialIntelligence #intelligenzaartificiale",,0.0
3432139313372100935,5955275713,thread,rita_porretto,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/410879484_744239084237044_873970828152939691_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=hTGHMrYHbmEQ7kNvgG4DDWI&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBkUN2ypfqaXoZ3A33MqdXzSML-TYyOeHj2Jx4Mbk7_ZQ&oe=6719775E&_nc_sid=10d13b,"E niente...
#silviamericone #asimovsarebbefiero #intelligenzaartificiale #forseèmatrix",3,0,"E niente...
#silviamericone #asimovsarebbefiero #intelligenzaartificiale #forseèmatrix",,0.0
3479577526175568999,64700152029,thread,lory.ai.art,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=CWrd8f4xNJwQ7kNvgHgCc2t&_nc_gid=ca20a9609c7146ab84c9729834cd0bb6&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYCDlIOC6bVglgQG6fDPzIkkmTL0d6DXnPwg4S339F-IMQ&oe=6719754F&_nc_sid=328259,"#loryaiart 

#ai #aiart #artificialintelligence #aiartistcommunity #aiartworks #aiartists #aiartist #aiartcommunity #aiartwork #art #digitalart #artist #digitalpainting #intelligenzaartificiale #digitalillustration",1,0,"#loryaiart 

#ai #aiart #artificialintelligence #aiartistcommunity #aiartworks #aiartists #aiartist #aiartcommunity #aiartwork #art #digitalart #artist #digitalpainting #intelligenzaartificiale #digitalillustration",,0.0
3454852356810933080,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCmx6E8PHp6Ba2EOJ6_JnrThgiQqYLmzAFD_zz0pisOzA&oe=67194644&_nc_sid=10d13b,"Extreme Dodge Charger for you.
#dodge #dodgecharger #musclecar #generallee
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",10,0,"Extreme Dodge Charger for you.
#dodge #dodgecharger #musclecar #generallee
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,0.0
3372064413370282949,31802323604,thread,gp4ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/410234485_3159171371058771_4899550440047704326_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=H3gLOy2zg4QQ7kNvgEBehDz&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB--N12j1E45MLgDw2f7Fi6zi4vIib2yKfQ7iARUd3lvA&oe=67195C85&_nc_sid=10d13b,"INTELLIGENZA ARTIFICIALE: GP4AI Global Professionals for Artificial Intelligence 🇮🇹 18.05.24 LLaMAntino, un Large Language Model (LLM) open source per l'italiano #gp4ai #intelligenzaartificiale AI #barion #italy LLAMNTINO",1,0,"INTELLIGENZA ARTIFICIALE: GP4AI Global Professionals for Artificial Intelligence 🇮🇹 18.05.24 LLaMAntino, un Large Language Model (LLM) open source per l'italiano #gp4ai #intelligenzaartificiale AI #barion #italy LLAMNTINO",,0.0
3438113631292665755,65532133383,thread,news.scienze,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/455751834_1046515622998006_1939571862069227179_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Z0U2nn-BYdQQ7kNvgHrFJrF&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBhM1cCmV0Tv75A-TB-Del-bjTvoj-7aPB_CGnoHli8rA&oe=67194786&_nc_sid=10d13b,"Navi immense, gestite completamente dall'Intelligenza Artificiale.

#navi 
#intelligenzaartificiale 

Immense ships, managed completely by Artificial Intelligence.

#ships
#artificialartificialintelligence",4,0,"Navi immense, gestite completamente dall'Intelligenza Artificiale.

#navi 
#intelligenzaartificiale 

Immense ships, managed completely by Artificial Intelligence.

#ships
#artificialartificialintelligence",,0.0
3420609710870544658,3064768249,thread,ffruzza,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=CWrd8f4xNJwQ7kNvgHgCc2t&_nc_gid=ca20a9609c7146ab84c9729834cd0bb6&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYCDlIOC6bVglgQG6fDPzIkkmTL0d6DXnPwg4S339F-IMQ&oe=6719754F&_nc_sid=328259,Convegno #workinprogress Il Tirreno Eugenio Giani #nautica #intelligenzaartificiale,1,0,Convegno #workinprogress Il Tirreno Eugenio Giani #nautica #intelligenzaartificiale,,0.0
3454673861317098400,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCmx6E8PHp6Ba2EOJ6_JnrThgiQqYLmzAFD_zz0pisOzA&oe=67194644&_nc_sid=10d13b,"#bmw
For more pics please follow ",12,0,"#bmw
For more pics please follow @simolude_ai

#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,0.0
3381471456354485288,7278044187,thread,massagregory,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/439250135_942000734315444_6862262266660313817_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QdLwh2ENXgoQ7kNvgHK4swJ&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDUHh-9gz_ByHwvxbxDcMhdHMBa8e_SXJb5nrm5AHK7VA&oe=67197284&_nc_sid=10d13b,#IA #intelligenzaartificiale #mercatoambulante #elezioniregionali2024 #massagregory #gregorymassa #piccolocommerciosolidale #mercatodipinerolo,1,0,#IA #intelligenzaartificiale #mercatoambulante #elezioniregionali2024 #massagregory #gregorymassa #piccolocommerciosolidale #mercatodipinerolo,,0.0
3478831995779329218,31547190304,thread,radioantipaniko,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/412322015_346958771414566_267697796456732618_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=IhAVS--tSjQQ7kNvgFo43Za&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAkKj2vxs9ZNAmPlFDiaENYy_ysM3z8IGchOM_jEJZtNA&oe=67196C4B&_nc_sid=10d13b,"Condivisione satirca e umoristica dalla pagina ""Michele Bruson"":
""LA TRAGEDIA RIASSUNTA""
",0,0,"Condivisione satirca e umoristica dalla pagina ""Michele Bruson"":
""LA TRAGEDIA RIASSUNTA""
satira #umorismo #sbarcosullaluna #storia #intelligenzaartificiale #bufala #analfabetismofunzionale #biascognitivo",,0.0
3438059615510704420,8685046141,thread,albzmarocchino,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/412541597_1062424868413292_8811782181898917127_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=c2UAkaip5JwQ7kNvgFfU9Q-&_nc_gid=57f2378e344348039cdf965dba35abb5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCultAC6a-aitx446b0Sc0wHta7P02Nvp0H0dtJaC3jvQ&oe=671971A2&_nc_sid=10d13b,#IntelligenzaArtificiale,0,0,#IntelligenzaArtificiale,,1.0
3425126533460802710,2024680717,thread,bmw_heart,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/444840038_1167334064714383_5347846551283734890_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=BWDrjm8ZaxgQ7kNvgEOyw7D&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD1ybPk9N_5uIzjd1aWZ-N2qqznXC_pZfCtutj5YZS5KQ&oe=6719652E&_nc_sid=10d13b,#bmw #render #intelligenzaartificiale #design #aiart #aiphotography #aicar #aiartwork #aiartcommunity #ai #aicars #aiartist #aicommunity #carspotted,57,0,#bmw #render #intelligenzaartificiale #design #aiart #aiphotography #aicar #aiartwork #aiartcommunity #ai #aicars #aiartist #aicommunity #carspotted,,2.0
3468492590312152613,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"Porsche 914 reloaded,  the Porsche with moustache 😄
No swearing. 😅
#Porsche
#porsche914 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",19,0,"Porsche 914 reloaded,  the Porsche with moustache 😄
No swearing. 😅
#Porsche
#porsche914 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,1.0
3465932788797088995,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"Goodnight with Lamborghini. 
#Lamborghini 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",42,0,"Goodnight with Lamborghini. 
#Lamborghini 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,2.0
3473768383085032947,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"The White Lady, no... is not a drink, its a fu***** Aston  Martin. 🤟🏻
For more pics please follow ",17,0,"The White Lady, no... is not a drink, its a fu***** Aston  Martin. 🤟🏻
For more pics please follow @simolude_ai

#astonmartin 
#uk
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,0.0
3462280989598832402,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"Lamborghini Gallardo reloaded.
For more pics please follow ",27,0,"Lamborghini Gallardo reloaded.
For more pics please follow @simolude_ai
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign #usa #UK canada",,0.0
3460450891434407623,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"Nissan Concepts

#nissan #nissangtr
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",24,0,"Nissan Concepts

#nissan #nissangtr
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,1.0
3474953649621400508,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"New Audi S5 spotted.

#audi
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",13,0,"New Audi S5 spotted.

#audi
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign",,1.0
3464194958911638337,62926993725,thread,simolude_ai,https://scontent-fco2-1.cdninstagram.com/v/t51.2885-19/459032079_1450255862352365_3270406893771965895_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fco2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=s-ew1TENjzQQ7kNvgHPIBiH&_nc_gid=3e16773b6c994b18a65932942ec5cc55&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBBleQL3XYcPknxJJlMQKstTtVMqK33r54o0UFrcOq9yQ&oe=67194644&_nc_sid=10d13b,"A combination of vintage elements and modern lines.
#Mercedes #mercedesbenz 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign #concepts",23,0,"A combination of vintage elements and modern lines.
#Mercedes #mercedesbenz 
#render #design #intelligenzaartificiale #aiart  #aiphotography  #aicar  #aiartwork  #aiartcommunity  #ai  #aicars  #aiartist  #aicommunity #carspotted
#automotive #aidesign #concepts",,2.0
